,Toll,Vehicle,Type,trxtime
0,D,X14709,Truck,2022-08-20 04:46:00
1,C,X14709,Truck,2022-08-20 07:24:00
2,B,X14709,Truck,2022-08-20 07:37:00
3,A,X14709,Truck,2022-08-20 11:15:00
0,A,X14710,Truck,2022-08-20 18:30:00
1,B,X14710,Truck,2022-08-20 20:06:00
2,C,X14710,Truck,2022-08-20 20:30:00
3,D,X14710,Truck,2022-08-20 21:11:00
0,D,X14711,Tempo,2022-08-20 06:44:00
1,C,X14711,Tempo,2022-08-20 07:33:00
2,B,X14711,Tempo,2022-08-20 07:58:00
3,A,X14711,Tempo,2022-08-20 11:14:00
0,A,X14712,Car,2022-08-20 15:42:00
1,B,X14712,Car,2022-08-20 17:32:00
2,C,X14712,Car,2022-08-20 17:52:00
3,D,X14712,Car,2022-08-20 18:49:00
0,D,X14713,Truck,2022-08-20 18:53:00
1,C,X14713,Truck,2022-08-20 21:25:00
2,B,X14713,Truck,2022-08-20 21:43:00
3,A,X14713,Truck,2022-08-21 00:31:00
0,A,X14714,Truck,2022-08-20 15:52:00
1,B,X14714,Truck,2022-08-20 18:18:00
2,C,X14714,Truck,2022-08-20 18:37:00
3,D,X14714,Truck,2022-08-20 19:55:00
0,D,X14715,Car,2022-08-20 05:46:00
1,C,X14715,Car,2022-08-20 06:41:00
2,B,X14715,Car,2022-08-20 06:58:00
3,A,X14715,Car,2022-08-20 10:43:00
0,A,X14716,Tempo,2022-08-20 00:36:00
1,B,X14716,Tempo,2022-08-20 02:56:00
2,C,X14716,Tempo,2022-08-20 03:12:00
3,D,X14716,Tempo,2022-08-20 04:24:00
0,D,X14717,Tempo,2022-08-20 18:04:00
1,C,X14717,Tempo,2022-08-20 19:13:00
2,B,X14717,Tempo,2022-08-20 19:30:00
3,A,X14717,Tempo,2022-08-20 22:38:00
0,A,X14718,Car,2022-08-20 17:31:00
1,B,X14718,Car,2022-08-20 19:44:00
2,C,X14718,Car,2022-08-20 20:03:00
3,D,X14718,Car,2022-08-20 21:22:00
0,D,X14719,Truck,2022-08-20 20:51:00
1,C,X14719,Truck,2022-08-20 23:36:00
2,B,X14719,Truck,2022-08-20 23:58:00
3,A,X14719,Truck,2022-08-21 03:38:00
0,A,X14720,Car,2022-08-20 03:12:00
1,B,X14720,Car,2022-08-20 04:37:00
2,C,X14720,Car,2022-08-20 04:54:00
3,D,X14720,Car,2022-08-20 06:07:00
0,D,X14721,Car,2022-08-20 18:41:00
1,C,X14721,Car,2022-08-20 19:31:00
2,B,X14721,Car,2022-08-20 19:57:00
3,A,X14721,Car,2022-08-20 22:57:00
0,A,X14722,Truck,2022-08-20 02:36:00
1,B,X14722,Truck,2022-08-20 05:09:00
2,C,X14722,Truck,2022-08-20 05:19:00
3,D,X14722,Truck,2022-08-20 06:10:00
0,D,X14723,Truck,2022-08-20 21:28:00
1,C,X14723,Truck,2022-08-21 00:17:00
2,B,X14723,Truck,2022-08-21 00:40:00
3,A,X14723,Truck,2022-08-21 03:59:00
0,A,X14724,Truck,2022-08-20 06:40:00
1,B,X14724,Truck,2022-08-20 09:04:00
2,C,X14724,Truck,2022-08-20 09:30:00
3,D,X14724,Truck,2022-08-20 10:40:00
0,D,X14725,Car,2022-08-20 19:42:00
1,C,X14725,Car,2022-08-20 20:15:00
2,B,X14725,Car,2022-08-20 20:30:00
3,A,X14725,Car,2022-08-21 00:01:00
0,A,X14726,Car,2022-08-20 06:08:00
1,B,X14726,Car,2022-08-20 07:54:00
2,C,X14726,Car,2022-08-20 08:13:00
3,D,X14726,Car,2022-08-20 08:39:00
0,D,X14727,Tempo,2022-08-20 19:20:00
1,C,X14727,Tempo,2022-08-20 20:13:00
2,B,X14727,Tempo,2022-08-20 20:35:00
3,A,X14727,Tempo,2022-08-21 00:35:00
0,A,X14728,Car,2022-08-20 15:45:00
1,B,X14728,Car,2022-08-20 18:08:00
2,C,X14728,Car,2022-08-20 18:23:00
3,D,X14728,Car,2022-08-20 19:16:00
0,D,X14729,Car,2022-08-20 19:19:00
1,C,X14729,Car,2022-08-20 20:24:00
2,B,X14729,Car,2022-08-20 20:41:00
3,A,X14729,Car,2022-08-20 23:16:00
0,A,X14730,Truck,2022-08-20 07:28:00
1,B,X14730,Truck,2022-08-20 09:21:00
2,C,X14730,Truck,2022-08-20 09:41:00
3,D,X14730,Truck,2022-08-20 10:03:00
0,D,X14731,Car,2022-08-20 18:12:00
1,C,X14731,Car,2022-08-20 19:07:00
2,B,X14731,Car,2022-08-20 19:29:00
3,A,X14731,Car,2022-08-20 22:26:00
0,A,X14732,Truck,2022-08-20 13:53:00
1,B,X14732,Truck,2022-08-20 15:37:00
2,C,X14732,Truck,2022-08-20 15:55:00
3,D,X14732,Truck,2022-08-20 16:45:00
0,D,X14733,Truck,2022-08-20 04:26:00
1,C,X14733,Truck,2022-08-20 07:15:00
2,B,X14733,Truck,2022-08-20 07:30:00
3,A,X14733,Truck,2022-08-20 10:34:00
0,A,X14734,Truck,2022-08-20 18:35:00
1,B,X14734,Truck,2022-08-20 20:44:00
2,C,X14734,Truck,2022-08-20 21:14:00
3,D,X14734,Truck,2022-08-20 22:40:00
0,D,X14735,Car,2022-08-20 20:26:00
1,C,X14735,Car,2022-08-20 21:14:00
2,B,X14735,Car,2022-08-20 21:41:00
3,A,X14735,Car,2022-08-21 01:06:00
0,A,X14736,Car,2022-08-20 04:03:00
1,B,X14736,Car,2022-08-20 06:03:00
2,C,X14736,Car,2022-08-20 06:25:00
3,D,X14736,Car,2022-08-20 07:52:00
0,D,X14737,Truck,2022-08-20 00:42:00
1,C,X14737,Truck,2022-08-20 03:12:00
2,B,X14737,Truck,2022-08-20 03:30:00
3,A,X14737,Truck,2022-08-20 06:53:00
0,B,X14738,Truck,2022-08-20 18:05:00
1,C,X14738,Truck,2022-08-20 18:25:00
2,D,X14738,Truck,2022-08-20 19:16:00
0,D,X14739,Truck,2022-08-20 13:45:00
1,C,X14739,Truck,2022-08-20 15:50:00
2,B,X14739,Truck,2022-08-20 16:04:00
3,A,X14739,Truck,2022-08-20 19:17:00
0,A,X14740,Car,2022-08-20 18:17:00
1,B,X14740,Car,2022-08-20 20:32:00
2,C,X14740,Car,2022-08-20 20:46:00
3,D,X14740,Car,2022-08-20 21:34:00
0,D,X14741,Tempo,2022-08-20 14:41:00
1,C,X14741,Tempo,2022-08-20 15:42:00
2,B,X14741,Tempo,2022-08-20 16:02:00
3,A,X14741,Tempo,2022-08-20 19:03:00
0,A,X14742,Car,2022-08-20 15:02:00
1,B,X14742,Car,2022-08-20 16:52:00
2,C,X14742,Car,2022-08-20 17:06:00
3,D,X14742,Car,2022-08-20 18:03:00
0,D,X14743,Tempo,2022-08-20 16:55:00
1,C,X14743,Tempo,2022-08-20 17:58:00
2,B,X14743,Tempo,2022-08-20 18:12:00
3,A,X14743,Tempo,2022-08-20 21:35:00
0,A,X14744,Car,2022-08-20 16:02:00
1,B,X14744,Car,2022-08-20 18:24:00
2,C,X14744,Car,2022-08-20 18:48:00
3,D,X14744,Car,2022-08-20 19:37:00
0,D,X14745,Car,2022-08-20 02:02:00
1,C,X14745,Car,2022-08-20 03:13:00
2,B,X14745,Car,2022-08-20 03:39:00
3,A,X14745,Car,2022-08-20 06:41:00
0,A,X14746,Car,2022-08-20 11:52:00
1,B,X14746,Car,2022-08-20 14:08:00
2,C,X14746,Car,2022-08-20 14:30:00
3,D,X14746,Car,2022-08-20 15:48:00
0,D,X14747,Tempo,2022-08-20 18:29:00
1,C,X14747,Tempo,2022-08-20 19:32:00
2,B,X14747,Tempo,2022-08-20 19:54:00
3,A,X14747,Tempo,2022-08-20 23:25:00
0,A,X14748,Tempo,2022-08-20 06:07:00
1,B,X14748,Tempo,2022-08-20 07:59:00
2,C,X14748,Tempo,2022-08-20 08:14:00
3,D,X14748,Tempo,2022-08-20 08:50:00
0,D,X14749,Truck,2022-08-20 20:20:00
1,C,X14749,Truck,2022-08-20 23:11:00
2,B,X14749,Truck,2022-08-20 23:29:00
3,A,X14749,Truck,2022-08-21 02:07:00
0,A,X14750,Tempo,2022-08-20 05:48:00
1,B,X14750,Tempo,2022-08-20 08:23:00
2,C,X14750,Tempo,2022-08-20 08:40:00
3,D,X14750,Tempo,2022-08-20 09:33:00
0,D,X14751,Car,2022-08-20 08:29:00
1,C,X14751,Car,2022-08-20 09:27:00
2,B,X14751,Car,2022-08-20 09:53:00
3,A,X14751,Car,2022-08-20 12:30:00
0,A,X14752,Truck,2022-08-20 22:56:00
1,B,X14752,Truck,2022-08-21 00:52:00
2,C,X14752,Truck,2022-08-21 01:12:00
3,D,X14752,Truck,2022-08-21 02:10:00
0,D,X14753,Tempo,2022-08-20 14:24:00
1,C,X14753,Tempo,2022-08-20 15:28:00
2,B,X14753,Tempo,2022-08-20 15:43:00
3,A,X14753,Tempo,2022-08-20 19:18:00
0,A,X14754,Car,2022-08-20 17:03:00
1,B,X14754,Car,2022-08-20 19:42:00
2,C,X14754,Car,2022-08-20 20:00:00
3,D,X14754,Car,2022-08-20 21:02:00
0,D,X14755,Car,2022-08-20 04:28:00
1,C,X14755,Car,2022-08-20 05:39:00
2,B,X14755,Car,2022-08-20 05:57:00
3,A,X14755,Car,2022-08-20 09:42:00
0,A,X14756,Car,2022-08-20 16:09:00
1,B,X14756,Car,2022-08-20 17:56:00
2,C,X14756,Car,2022-08-20 18:10:00
3,D,X14756,Car,2022-08-20 19:03:00
0,D,X14757,Tempo,2022-08-20 12:20:00
1,C,X14757,Tempo,2022-08-20 13:40:00
2,B,X14757,Tempo,2022-08-20 14:02:00
3,A,X14757,Tempo,2022-08-20 17:23:00
0,A,X14758,Tempo,2022-08-20 06:42:00
1,B,X14758,Tempo,2022-08-20 08:32:00
2,C,X14758,Tempo,2022-08-20 08:57:00
3,D,X14758,Tempo,2022-08-20 09:55:00
0,D,X14759,Tempo,2022-08-20 22:39:00
1,C,X14759,Tempo,2022-08-20 23:34:00
2,B,X14759,Tempo,2022-08-21 00:00:00
3,A,X14759,Tempo,2022-08-21 03:42:00
0,A,X14760,Truck,2022-08-20 13:14:00
1,B,X14760,Truck,2022-08-20 15:25:00
2,C,X14760,Truck,2022-08-20 15:43:00
3,D,X14760,Truck,2022-08-20 16:46:00
0,D,X14761,Tempo,2022-08-20 07:58:00
1,C,X14761,Tempo,2022-08-20 09:02:00
2,B,X14761,Tempo,2022-08-20 09:20:00
3,A,X14761,Tempo,2022-08-20 12:57:00
0,A,X14762,Truck,2022-08-20 05:56:00
1,B,X14762,Truck,2022-08-20 07:33:00
2,C,X14762,Truck,2022-08-20 07:51:00
3,D,X14762,Truck,2022-08-20 09:08:00
0,D,X14763,Tempo,2022-08-20 06:25:00
1,C,X14763,Tempo,2022-08-20 07:36:00
2,B,X14763,Tempo,2022-08-20 07:53:00
3,A,X14763,Tempo,2022-08-20 11:09:00
0,A,X14764,Truck,2022-08-20 18:00:00
1,B,X14764,Truck,2022-08-20 20:58:00
2,C,X14764,Truck,2022-08-20 21:28:00
3,D,X14764,Truck,2022-08-20 22:07:00
0,D,X14765,Truck,2022-08-20 15:46:00
1,C,X14765,Truck,2022-08-20 18:28:00
2,B,X14765,Truck,2022-08-20 18:48:00
3,A,X14765,Truck,2022-08-20 22:24:00
0,A,X14766,Car,2022-08-20 02:45:00
1,B,X14766,Car,2022-08-20 05:26:00
2,C,X14766,Car,2022-08-20 05:41:00
3,D,X14766,Car,2022-08-20 06:30:00
0,D,X14767,Car,2022-08-20 19:38:00
1,C,X14767,Car,2022-08-20 20:26:00
2,B,X14767,Car,2022-08-20 20:41:00
3,A,X14767,Car,2022-08-20 23:45:00
0,A,X14768,Car,2022-08-20 11:59:00
1,B,X14768,Car,2022-08-20 13:56:00
2,C,X14768,Car,2022-08-20 14:14:00
3,D,X14768,Car,2022-08-20 15:11:00
0,D,X14769,Truck,2022-08-20 00:35:00
1,C,X14769,Truck,2022-08-20 03:16:00
2,B,X14769,Truck,2022-08-20 03:31:00
3,A,X14769,Truck,2022-08-20 07:08:00
0,A,X14770,Truck,2022-08-20 04:30:00
1,B,X14770,Truck,2022-08-20 06:28:00
2,C,X14770,Truck,2022-08-20 06:42:00
3,D,X14770,Truck,2022-08-20 07:37:00
0,D,X14771,Car,2022-08-20 14:08:00
1,C,X14771,Car,2022-08-20 15:17:00
2,B,X14771,Car,2022-08-20 15:29:00
3,A,X14771,Car,2022-08-20 18:38:00
0,A,X14772,Truck,2022-08-20 06:15:00
1,B,X14772,Truck,2022-08-20 08:54:00
2,C,X14772,Truck,2022-08-20 09:11:00
3,D,X14772,Truck,2022-08-20 10:24:00
0,D,X14773,Truck,2022-08-20 05:21:00
1,C,X14773,Truck,2022-08-20 07:45:00
2,B,X14773,Truck,2022-08-20 08:01:00
3,A,X14773,Truck,2022-08-20 11:18:00
0,A,X14774,Tempo,2022-08-20 04:11:00
1,B,X14774,Tempo,2022-08-20 06:19:00
2,C,X14774,Tempo,2022-08-20 06:42:00
3,D,X14774,Tempo,2022-08-20 07:35:00
0,D,X14775,Truck,2022-08-20 00:25:00
1,C,X14775,Truck,2022-08-20 03:16:00
2,B,X14775,Truck,2022-08-20 03:37:00
3,A,X14775,Truck,2022-08-20 07:32:00
0,A,X14776,Tempo,2022-08-20 11:40:00
1,B,X14776,Tempo,2022-08-20 14:08:00
2,C,X14776,Tempo,2022-08-20 14:36:00
3,D,X14776,Tempo,2022-08-20 15:32:00
0,D,X14777,Tempo,2022-08-20 19:58:00
1,C,X14777,Tempo,2022-08-20 20:59:00
2,B,X14777,Tempo,2022-08-20 21:15:00
3,A,X14777,Tempo,2022-08-21 00:23:00
0,A,X14778,Car,2022-08-20 12:26:00
1,B,X14778,Car,2022-08-20 13:58:00
2,C,X14778,Car,2022-08-20 14:09:00
3,D,X14778,Car,2022-08-20 15:22:00
0,D,X14779,Car,2022-08-20 21:59:00
1,C,X14779,Car,2022-08-20 23:19:00
2,B,X14779,Car,2022-08-20 23:37:00
3,A,X14779,Car,2022-08-21 02:51:00
0,A,X14780,Truck,2022-08-20 09:54:00
1,B,X14780,Truck,2022-08-20 12:07:00
2,C,X14780,Truck,2022-08-20 12:22:00
3,D,X14780,Truck,2022-08-20 13:23:00
0,D,X14781,Tempo,2022-08-20 20:28:00
1,C,X14781,Tempo,2022-08-20 21:37:00
2,B,X14781,Tempo,2022-08-20 21:50:00
3,A,X14781,Tempo,2022-08-21 01:07:00
0,A,X14782,Truck,2022-08-20 16:34:00
1,B,X14782,Truck,2022-08-20 19:16:00
2,C,X14782,Truck,2022-08-20 19:33:00
3,D,X14782,Truck,2022-08-20 20:32:00
0,D,X14783,Tempo,2022-08-20 19:31:00
1,C,X14783,Tempo,2022-08-20 20:38:00
2,B,X14783,Tempo,2022-08-20 21:02:00
3,A,X14783,Tempo,2022-08-21 01:07:00
0,A,X14784,Truck,2022-08-20 18:54:00
1,B,X14784,Truck,2022-08-20 20:16:00
2,C,X14784,Truck,2022-08-20 20:30:00
3,D,X14784,Truck,2022-08-20 21:19:00
0,D,X14785,Car,2022-08-20 16:07:00
1,C,X14785,Car,2022-08-20 17:08:00
2,B,X14785,Car,2022-08-20 17:23:00
3,A,X14785,Car,2022-08-20 20:36:00
0,A,X14786,Tempo,2022-08-20 06:27:00
1,B,X14786,Tempo,2022-08-20 09:05:00
2,C,X14786,Tempo,2022-08-20 09:24:00
3,D,X14786,Tempo,2022-08-20 09:53:00
0,D,X14787,Car,2022-08-20 12:13:00
1,C,X14787,Car,2022-08-20 13:19:00
2,B,X14787,Car,2022-08-20 13:38:00
3,A,X14787,Car,2022-08-20 16:18:00
0,A,X14788,Truck,2022-08-20 23:34:00
1,B,X14788,Truck,2022-08-21 01:27:00
2,C,X14788,Truck,2022-08-21 01:47:00
3,D,X14788,Truck,2022-08-21 02:51:00
0,D,X14789,Tempo,2022-08-20 07:11:00
1,C,X14789,Tempo,2022-08-20 08:31:00
2,B,X14789,Tempo,2022-08-20 08:45:00
3,A,X14789,Tempo,2022-08-20 12:24:00
0,A,X14790,Tempo,2022-08-20 20:52:00
1,B,X14790,Tempo,2022-08-20 23:16:00
2,C,X14790,Tempo,2022-08-20 23:32:00
3,D,X14790,Tempo,2022-08-21 00:25:00
0,D,X14791,Tempo,2022-08-20 02:16:00
1,C,X14791,Tempo,2022-08-20 03:31:00
2,B,X14791,Tempo,2022-08-20 03:55:00
3,A,X14791,Tempo,2022-08-20 07:37:00
0,A,X14792,Car,2022-08-20 19:56:00
1,B,X14792,Car,2022-08-20 21:52:00
2,C,X14792,Car,2022-08-20 22:06:00
3,D,X14792,Car,2022-08-21 00:01:00
0,D,X14793,Car,2022-08-20 04:18:00
1,C,X14793,Car,2022-08-20 05:51:00
2,B,X14793,Car,2022-08-20 06:15:00
3,A,X14793,Car,2022-08-20 10:08:00
0,B,X14794,Car,2022-08-20 11:20:00
1,C,X14794,Car,2022-08-20 11:40:00
2,D,X14794,Car,2022-08-20 12:26:00
0,D,X14795,Truck,2022-08-20 09:07:00
1,C,X14795,Truck,2022-08-20 11:45:00
2,B,X14795,Truck,2022-08-20 12:03:00
3,A,X14795,Truck,2022-08-20 15:51:00
0,A,X14796,Car,2022-08-20 22:48:00
1,B,X14796,Car,2022-08-21 00:44:00
2,C,X14796,Car,2022-08-21 01:05:00
3,D,X14796,Car,2022-08-21 01:51:00
0,D,X14797,Car,2022-08-20 14:09:00
1,C,X14797,Car,2022-08-20 15:24:00
2,B,X14797,Car,2022-08-20 15:46:00
3,A,X14797,Car,2022-08-20 19:09:00
0,B,X14798,Car,2022-08-20 14:37:00
1,C,X14798,Car,2022-08-20 14:56:00
2,D,X14798,Car,2022-08-20 15:57:00
0,D,X14799,Tempo,2022-08-20 13:32:00
1,C,X14799,Tempo,2022-08-20 14:22:00
2,B,X14799,Tempo,2022-08-20 14:47:00
3,A,X14799,Tempo,2022-08-20 17:19:00
0,A,X14800,Tempo,2022-08-20 21:25:00
1,B,X14800,Tempo,2022-08-20 23:48:00
2,C,X14800,Tempo,2022-08-21 00:07:00
3,D,X14800,Tempo,2022-08-21 01:14:00
0,D,X14801,Truck,2022-08-20 18:46:00
1,C,X14801,Truck,2022-08-20 21:27:00
2,B,X14801,Truck,2022-08-20 21:44:00
3,A,X14801,Truck,2022-08-21 01:01:00
0,A,X14802,Tempo,2022-08-20 03:15:00
1,B,X14802,Tempo,2022-08-20 05:17:00
2,C,X14802,Tempo,2022-08-20 05:36:00
3,D,X14802,Tempo,2022-08-20 06:37:00
0,D,X14803,Truck,2022-08-20 11:47:00
1,C,X14803,Truck,2022-08-20 14:22:00
2,B,X14803,Truck,2022-08-20 14:39:00
3,A,X14803,Truck,2022-08-20 18:02:00
0,A,X14804,Truck,2022-08-20 08:49:00
1,B,X14804,Truck,2022-08-20 10:35:00
2,C,X14804,Truck,2022-08-20 11:00:00
3,D,X14804,Truck,2022-08-20 11:50:00
0,D,X14805,Truck,2022-08-20 12:38:00
1,C,X14805,Truck,2022-08-20 15:10:00
2,B,X14805,Truck,2022-08-20 15:32:00
3,A,X14805,Truck,2022-08-20 19:45:00
0,A,X14806,Tempo,2022-08-20 05:23:00
1,B,X14806,Tempo,2022-08-20 07:46:00
2,C,X14806,Tempo,2022-08-20 08:13:00
3,D,X14806,Tempo,2022-08-20 09:12:00
0,D,X14807,Tempo,2022-08-20 20:41:00
1,C,X14807,Tempo,2022-08-20 21:46:00
2,B,X14807,Tempo,2022-08-20 22:10:00
3,A,X14807,Tempo,2022-08-21 01:39:00
0,A,X14808,Tempo,2022-08-20 22:39:00
1,B,X14808,Tempo,2022-08-21 01:09:00
2,C,X14808,Tempo,2022-08-21 01:26:00
3,D,X14808,Tempo,2022-08-21 02:14:00
0,D,X14809,Truck,2022-08-20 02:46:00
1,C,X14809,Truck,2022-08-20 04:57:00
2,B,X14809,Truck,2022-08-20 05:14:00
3,A,X14809,Truck,2022-08-20 08:40:00
0,A,X14810,Tempo,2022-08-20 12:06:00
1,B,X14810,Tempo,2022-08-20 14:17:00
2,C,X14810,Tempo,2022-08-20 14:36:00
3,D,X14810,Tempo,2022-08-20 15:27:00
0,D,X14811,Truck,2022-08-20 08:41:00
1,C,X14811,Truck,2022-08-20 11:04:00
2,B,X14811,Truck,2022-08-20 11:19:00
3,A,X14811,Truck,2022-08-20 14:24:00
0,A,X14812,Truck,2022-08-20 13:42:00
1,B,X14812,Truck,2022-08-20 16:13:00
2,C,X14812,Truck,2022-08-20 16:37:00
3,D,X14812,Truck,2022-08-20 17:45:00
0,D,X14813,Truck,2022-08-20 17:44:00
1,C,X14813,Truck,2022-08-20 20:02:00
2,B,X14813,Truck,2022-08-20 20:21:00
3,A,X14813,Truck,2022-08-20 23:31:00
0,A,X14814,Truck,2022-08-20 11:31:00
1,B,X14814,Truck,2022-08-20 13:43:00
2,C,X14814,Truck,2022-08-20 14:06:00
3,D,X14814,Truck,2022-08-20 15:10:00
0,D,X14815,Car,2022-08-20 05:43:00
1,C,X14815,Car,2022-08-20 06:38:00
2,B,X14815,Car,2022-08-20 06:59:00
3,A,X14815,Car,2022-08-20 10:08:00
0,A,X14816,Car,2022-08-20 04:41:00
1,B,X14816,Car,2022-08-20 07:16:00
2,C,X14816,Car,2022-08-20 07:42:00
3,D,X14816,Car,2022-08-20 08:41:00
0,D,X14817,Car,2022-08-20 05:08:00
1,C,X14817,Car,2022-08-20 06:57:00
2,B,X14817,Car,2022-08-20 07:19:00
3,A,X14817,Car,2022-08-20 10:44:00
0,A,X14818,Car,2022-08-20 18:38:00
1,B,X14818,Car,2022-08-20 21:03:00
2,C,X14818,Car,2022-08-20 21:23:00
3,D,X14818,Car,2022-08-20 22:28:00
0,D,X14819,Tempo,2022-08-20 17:09:00
1,C,X14819,Tempo,2022-08-20 18:03:00
2,B,X14819,Tempo,2022-08-20 18:23:00
3,A,X14819,Tempo,2022-08-20 21:57:00
0,A,X14820,Tempo,2022-08-20 19:37:00
1,B,X14820,Tempo,2022-08-20 21:33:00
2,C,X14820,Tempo,2022-08-20 21:56:00
3,D,X14820,Tempo,2022-08-20 22:59:00
0,D,X14821,Tempo,2022-08-20 12:38:00
1,C,X14821,Tempo,2022-08-20 14:13:00
2,B,X14821,Tempo,2022-08-20 14:36:00
3,A,X14821,Tempo,2022-08-20 17:48:00
0,A,X14822,Truck,2022-08-20 01:41:00
1,B,X14822,Truck,2022-08-20 03:56:00
2,C,X14822,Truck,2022-08-20 04:16:00
3,D,X14822,Truck,2022-08-20 05:24:00
0,D,X14823,Tempo,2022-08-20 14:10:00
1,C,X14823,Tempo,2022-08-20 15:02:00
2,B,X14823,Tempo,2022-08-20 15:22:00
3,A,X14823,Tempo,2022-08-20 18:18:00
0,A,X14824,Tempo,2022-08-20 11:16:00
1,B,X14824,Tempo,2022-08-20 13:49:00
2,C,X14824,Tempo,2022-08-20 14:15:00
3,D,X14824,Tempo,2022-08-20 15:14:00
0,D,X14825,Tempo,2022-08-20 02:46:00
1,C,X14825,Tempo,2022-08-20 03:24:00
2,B,X14825,Tempo,2022-08-20 03:47:00
3,A,X14825,Tempo,2022-08-20 06:54:00
0,A,X14826,Tempo,2022-08-20 17:57:00
1,B,X14826,Tempo,2022-08-20 20:18:00
2,C,X14826,Tempo,2022-08-20 20:37:00
3,D,X14826,Tempo,2022-08-20 21:37:00
0,D,X14827,Tempo,2022-08-20 18:27:00
1,C,X14827,Tempo,2022-08-20 19:35:00
2,B,X14827,Tempo,2022-08-20 19:58:00
3,A,X14827,Tempo,2022-08-20 23:36:00
0,A,X14828,Car,2022-08-20 20:27:00
1,B,X14828,Car,2022-08-20 21:48:00
2,C,X14828,Car,2022-08-20 22:03:00
3,D,X14828,Car,2022-08-20 22:33:00
0,D,X14829,Truck,2022-08-20 12:45:00
1,C,X14829,Truck,2022-08-20 15:44:00
2,B,X14829,Truck,2022-08-20 16:05:00
3,A,X14829,Truck,2022-08-20 19:12:00
0,A,X14830,Tempo,2022-08-20 12:26:00
1,B,X14830,Tempo,2022-08-20 14:37:00
2,C,X14830,Tempo,2022-08-20 14:56:00
3,D,X14830,Tempo,2022-08-20 15:49:00
0,D,X14831,Car,2022-08-20 04:44:00
1,C,X14831,Car,2022-08-20 06:01:00
2,B,X14831,Car,2022-08-20 06:14:00
3,A,X14831,Car,2022-08-20 09:31:00
0,A,X14832,Car,2022-08-20 17:42:00
1,B,X14832,Car,2022-08-20 19:43:00
2,C,X14832,Car,2022-08-20 20:02:00
3,D,X14832,Car,2022-08-20 21:20:00
0,D,X14833,Truck,2022-08-20 07:59:00
1,C,X14833,Truck,2022-08-20 10:36:00
2,B,X14833,Truck,2022-08-20 10:56:00
3,A,X14833,Truck,2022-08-20 14:07:00
0,A,X14834,Truck,2022-08-20 11:01:00
1,B,X14834,Truck,2022-08-20 13:04:00
2,C,X14834,Truck,2022-08-20 13:31:00
3,D,X14834,Truck,2022-08-20 14:37:00
0,D,X14835,Truck,2022-08-20 08:03:00
1,C,X14835,Truck,2022-08-20 11:01:00
2,B,X14835,Truck,2022-08-20 11:21:00
3,A,X14835,Truck,2022-08-20 15:14:00
0,A,X14836,Car,2022-08-20 08:38:00
1,B,X14836,Car,2022-08-20 10:08:00
2,C,X14836,Car,2022-08-20 10:19:00
3,D,X14836,Car,2022-08-20 11:16:00
0,D,X14837,Tempo,2022-08-20 13:59:00
1,C,X14837,Tempo,2022-08-20 14:39:00
2,B,X14837,Tempo,2022-08-20 14:56:00
3,A,X14837,Tempo,2022-08-20 18:43:00
0,A,X14838,Truck,2022-08-20 11:26:00
1,B,X14838,Truck,2022-08-20 12:42:00
2,C,X14838,Truck,2022-08-20 12:53:00
3,D,X14838,Truck,2022-08-20 13:19:00
0,D,X14839,Tempo,2022-08-20 12:39:00
1,C,X14839,Tempo,2022-08-20 13:45:00
2,B,X14839,Tempo,2022-08-20 14:10:00
3,A,X14839,Tempo,2022-08-20 17:19:00
0,A,X14840,Truck,2022-08-20 12:49:00
1,B,X14840,Truck,2022-08-20 15:12:00
2,C,X14840,Truck,2022-08-20 15:35:00
3,D,X14840,Truck,2022-08-20 16:46:00
0,D,X14841,Car,2022-08-20 03:56:00
1,C,X14841,Car,2022-08-20 04:36:00
2,B,X14841,Car,2022-08-20 04:48:00
3,A,X14841,Car,2022-08-20 07:46:00
0,A,X14842,Truck,2022-08-20 20:16:00
1,B,X14842,Truck,2022-08-20 22:03:00
2,C,X14842,Truck,2022-08-20 22:20:00
3,D,X14842,Truck,2022-08-20 23:15:00
0,D,X14843,Car,2022-08-20 17:40:00
1,C,X14843,Car,2022-08-20 18:27:00
2,B,X14843,Car,2022-08-20 18:45:00
3,A,X14843,Car,2022-08-20 22:30:00
0,A,X14844,Tempo,2022-08-20 10:45:00
1,B,X14844,Tempo,2022-08-20 13:08:00
2,C,X14844,Tempo,2022-08-20 13:30:00
3,D,X14844,Tempo,2022-08-20 14:20:00
0,D,X14845,Tempo,2022-08-20 02:24:00
1,C,X14845,Tempo,2022-08-20 03:22:00
2,B,X14845,Tempo,2022-08-20 03:36:00
3,A,X14845,Tempo,2022-08-20 06:27:00
0,A,X14846,Truck,2022-08-20 08:01:00
1,B,X14846,Truck,2022-08-20 10:09:00
2,C,X14846,Truck,2022-08-20 10:31:00
3,D,X14846,Truck,2022-08-20 11:33:00
0,D,X14847,Truck,2022-08-20 19:02:00
1,C,X14847,Truck,2022-08-20 21:19:00
2,B,X14847,Truck,2022-08-20 21:43:00
3,A,X14847,Truck,2022-08-21 00:15:00
0,A,X14848,Tempo,2022-08-20 06:04:00
1,B,X14848,Tempo,2022-08-20 08:07:00
2,C,X14848,Tempo,2022-08-20 08:24:00
3,D,X14848,Tempo,2022-08-20 09:18:00
0,D,X14849,Car,2022-08-20 17:07:00
1,C,X14849,Car,2022-08-20 18:12:00
